Statement Author,Statement,Rating
Facebook posts,"“Americans can get up to $50k in relief” from a “new benefit that just got released last week.""",pants-fire
Viral image,A photo of Ukrainians with paintball guns proves the war is staged.,pants-fire
Facebook posts,"Students in Wilkes County, North Carolina, “identify themselves as cats or ‘furries’” and “have asked for litter boxes to be placed in school restrooms for them to use.”",pants-fire
Instagram posts,"News interview proves that the Buffalo, New York supermarket shooting was staged.",pants-fire
Bloggers,“Breaking: Democrats introduce bill to put Americans in quarantine camps.”,pants-fire
Tweets,"The mass shooting in Buffalo, New York was a “false flag event.”",pants-fire
Instagram posts,"A reporter who covered the Buffalo supermarket shooting was a ""crisis actor.""",pants-fire
Facebook posts,Mark Zuckerberg was arrested.,pants-fire
Viral image,No planes are visible in footage of the 9/11 attack.,pants-fire
Kathy Barnette,Says she never tweeted comments linking pedophilia and Islam.,pants-fire
Viral image,“Your government quietly confirmed the fully vaccinated are developing Acquired Immunodeficiency Syndrome.”,pants-fire
Facebook posts,Photos of the alleged Buffalo shooting gunman show two different people.,pants-fire
Facebook posts,Suggests Amber Heard snorted cocaine while on the stand in court.,pants-fire
Facebook posts,"""148th Kentucky Derby winner Rich Strike jockey Sonny Leon just turned down a White House invite, saying 'If I wanted to see a horse's ass, I would have came (sic) in second.’""",pants-fire
Bloggers,“Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.”,pants-fire
Facebook posts,Says JFK. Jr is masquerading as QAnon promoter Juan O. Savin.,pants-fire
National Republican Senatorial Committee,“Republicans DO NOT want to throw doctors” in jail.,pants-fire
Facebook posts,“Paying taxes is optional!!”,pants-fire
Facebook posts,Jackie Chan is dead.,pants-fire
Facebook posts,“Hillary Clinton is in jail at Gitmo at the moment.”,pants-fire
Viral image,Photo of unbroken windows proves war in Ukraine is fake.,pants-fire
Facebook posts,Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.,pants-fire
David Perdue,A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.,pants-fire
Tweets,A photo shows students in Lviv celebrating Adolf Hitler’s birthday.,pants-fire
Facebook posts,“Hunter Biden arrested this morning.”,pants-fire
Facebook posts,Footage of the Bidens celebrating Easter at the White House is fake.,pants-fire
Facebook posts,"Vladimir Putin “released 35,000 children from tunnels and subway in Ukraine.”",pants-fire
"""Watch The Water""","COVID-19 is a synthetic version of “snake venom” that evil forces are spreading through remdesivir, the COVID-19 vaccines and drinking water to “make you a hybrid of Satan.”",pants-fire
Instagram posts,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,pants-fire
Facebook posts,The Brooklyn subway attack was a false flag.,pants-fire
Viral image,Christine Blasey Ford and Brett Kavanaugh were actors wearing masks during Kavanaugh’s U.S. Supreme Court confirmation hearing.,pants-fire
Facebook posts,The COVID-19 vaccines contain “HIV lipid wrappers.”,pants-fire
Instagram posts,"""Special Forces arrest Deep State Dr. Anthony Fauci.""",pants-fire
Instagram posts,Disney CEO Bob Chapek was arrested for human trafficking.,pants-fire
Tweets,"“With the money Elon Musk spent to buy Twitter shares, he could have given every American family $100,000 and still had enough left over to cancel all student debt.”",pants-fire
Viral image,Photo shows someone in a swastika shirt giving a Nazi salute at a recent Donald Trump rally.,pants-fire
Facebook posts,Schools are putting litter boxes in bathrooms to accommodate kids who identify as furries.,pants-fire
Facebook posts,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",pants-fire
Marjorie Taylor Greene,"Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney “are pro-pedophile.”",pants-fire
Mike Gibbons,"According to the Census Bureau, “5 million more people voted than were registered to vote” in the 2020 election.",pants-fire
Facebook posts,“A Florida court sets atheist holy day” on April 1.,pants-fire
David Perdue,The 2021 Georgia Senate runoff and the 2020 presidential election “were stolen.”,pants-fire
Facebook posts,Putin beheaded bioweapon engineers in Ukraine.,pants-fire
Bob Good,Ketanji Brown Jackson “believes in abortion on demand up to the moment of birth.”,pants-fire
Mick McGuire,"Ketanji Brown Jackson has ""a weak record — defund police, abolish ICE and now a completely open border policy.""",pants-fire
Facebook posts,“Hunter Biden has been arrested!”,pants-fire
Viral image,John F. Kennedy Jr. is alive and the author of anonymous QAnon messages.,pants-fire
Pearson Sharp,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",pants-fire
Facebook posts,"The word ""alcohol"" derives from the Arabic term for ""body-eating spirit""",pants-fire
Facebook posts,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",pants-fire
Bloggers,Russian President Vladimir Putin “was assassinated.”,pants-fire
Tulsi Gabbard,"""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",pants-fire
Michael Gableman,"Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",pants-fire
TikTok posts,"The U.S. military has reinstated a draft, and women are included.",pants-fire
Facebook posts,“Oprah reveals her fully-natural solution that allowed her to drop 62 (pounds) in six weeks.”,pants-fire
Bloggers,“Putin bombs Biden-owned villa in Ukraine while hammering biolabs & pedophile rings.”,pants-fire
Bloggers,“Worldwide data has confirmed the vaccinated are developing COVID vaccine-induced Acquired Immune Deficiency Syndrome.”,pants-fire
Facebook posts,The war in Ukraine is “scripted and staged.”,pants-fire
Russian Embassy in Canada,"""The Russian army does not occupy Ukrainian territory.""",pants-fire
Bloggers,Joe Biden was holding a medical device in a photo he tweeted during the 2022 Winter Olympics.,pants-fire
Josh Mandel,The 2020 election “was stolen from Donald J. Trump.”,pants-fire
Facebook posts,"""Ukrainian fighter-ace known as the 'Ghost of Kyiv's real name is Samuyil Hyde.”",pants-fire
Facebook posts,"Luc Montagnier's death is linked to his ""exposing"" that there's HIV in the COVID-19 vaccine.",pants-fire
Facebook posts,“Hillary is taken to Gitmo.”,pants-fire
Instagram posts,Billie Eilish's younger sister has an OnlyFans account.,pants-fire
Facebook posts,Photo shows Donald Trump refusing to shake hands with Justin Trudeau.,pants-fire
Tweets,Greenpeace USA had a banner on Trump International Hotel in Las Vegas making fun of Donald Trump’s genitalia.,pants-fire
J.D. Vance,"Says Joe Biden risks war with Russia because Vladimir Putin doesn’t “believe in transgender rights.""",pants-fire
Dmitry Peskov,“Russia has never attacked anyone throughout its history.”,pants-fire
Facebook posts,"Grocery chain Aldi will send people who share a Facebook post a “bag full of family necessities” worth $750, and 100 random bags also have a voucher for $500.",pants-fire
Instagram posts,Says the FDA said that Pfizer “falsely misled” the agency about the safety of the COVID-19 vaccines and that the shots are killing more people than they save.,pants-fire
Facebook posts,"Says that President Joe Biden said Americans will start seeing “direct deposits in their bank accounts this weekend,” and that Medicare recipients will get back $2,880.",pants-fire
Viral image,"Photo shows the freedom convoy in Canberra, Australia, with over 1.5 million cars.",pants-fire
Facebook posts,"Image shows ""This is happening right now...in Australia!! 1.5 Million showed up for a Freedom March/Rally.""",pants-fire
Facebook posts,“President Biden's Air Force One pilot got fired after this vertical take off.”,pants-fire
Chip Roy,"Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 — with zero basis in science — to make billions of dollars.""",pants-fire
Facebook posts,“The second booster has eight strains of HIV.”,pants-fire
Bloggers,Arizona House bill to “decertify” 2020 results “could effectively recall the Biden electors.”,pants-fire
Facebook posts,"“A grand jury trial begins into crimes against humanity"" involving a fabricated coronavirus pandemic.",pants-fire
Troy Nehls,"""In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.""",pants-fire
Facebook posts,“MSNBC announced Trump won 2020 election.”,pants-fire
Dan Bongino,"The “top ten most unhealthy U.S. cities” are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",pants-fire
Viral image,"Rep. Alexandria Ocasio-Cortez said, “I don’t need truckers. I get my food from the grocery store.”",pants-fire
Facebook posts,Donald Trump “never left” the White House.,pants-fire
Facebook posts,"""Since 2000, the Department of Defense and the Department of Energy have been spraying the entire United States sky with the toxic brew of chemicals and other biologic agents.""",pants-fire
Facebook posts,Says 700 CIA agents were arrested.,pants-fire
Whoopi Goldberg,"""The Holocaust isn't about race. No, it's not about race.""",pants-fire
Ronny Jackson,"""In 2022, illegal immigrants will have MORE FREEDOMS and easier access to healthcare and ballot boxes than most Americans... Just think about that.""",pants-fire
Viral image,“National Guard doctors find hospitals empty of COVID patients.”,pants-fire
Donald Trump,"“In New York state, if you’re white, you have to go to the back of the line to get medical help.”",pants-fire
Instagram posts,Image from news broadcast shows a hospital in France trying to pass off a mannequin as a COVID-19 patient.,pants-fire
YouTube videos,"""Total deaths from COVID MUCH LOWER than reported.”",pants-fire
Instagram posts,"Estimated annual COVID-19 deaths in the U.S. totals 27,530, after you subtract those who died “with, not from” COVID-19, not in nursing homes and who didn't have four or more comorbidities.",pants-fire
YouTube videos,“Ashli Babbitt Tried To Stop Antifa False Flag On Jan 6th”,pants-fire
Facebook posts,"“There (are) over 800 prison camps in the United States, all fully operational and ready to receive prisoners. They are all staffed and even surrounded by full-time guards, but they are all empty. These camps are to be operated by FEMA.”",pants-fire
Viral image,Photo shows Jeffrey Epstein and Kamala Harris posing together.,pants-fire
Instagram posts,“Million pounds of rat meat being sold as boneless chicken wings in the U.S.”,pants-fire
Facebook posts,Says Joe Biden said “dozens of police were killed” during the Jan. 6 attack on the U.S. Capitol but “exactly zero people” died that day.,pants-fire
Instagram posts,Photos show “sheep feces” that are “now in high demand in China because of their richness in protein.”,pants-fire
Bloggers,“Gavin Newsom Gets Death Penalty.”,pants-fire
Facebook posts,"Walgreens refrigerators are scanning shoppers’ hands and foreheads for “the mark of the beast,” and that “if you don’t have the mark later on, you won’t be able to buy.”",pants-fire
Viral image,“Barack Obama’s real father is Communist Party propagandist Frank Marshall Davis.”,pants-fire
Tom Suozzi,Hochul is an “interim Governor.”,pants-fire
Facebook posts,“Jan. 6 was NOT an insurrection…but Nov. 4 at 3 a.m. was!”,pants-fire
Facebook posts,"Says Betty White said Dec. 28, days before she died, “Eat healthy and get all your vaccines. I just got boosted today.”",pants-fire
Facebook posts,A video clip shows a failed attempt by China to launch airstrikes near Taiwan.,pants-fire
Bloggers,“Six-month Pfizer data show COVID vaccine causes more illness than it prevents.”,pants-fire
Steve Kirsch,“They've now killed close to twice as many kids from the vaccine as have died from COVID.”,pants-fire
Bloggers,“Obama certificate a fake.”,pants-fire
Viral image,"“Dying nurse on deathbed claims she swapped more than 5,000 babies for ‘fun.’”",pants-fire
Tweets,“Boy passes Joe Biden a vial of fresh blood to drink on his way back to the White House”,pants-fire
Facebook posts,“They've planned this” COVID-19 “pandemic all along!”,pants-fire
Hillsborough County Republican Executive Committee,"Rep. Kathy Castor, D-Fla., is a communist",pants-fire
Facebook posts,The COVID-19 vaccines cause AIDS.,pants-fire
Facebook posts,“The military’s actually been in charge since November 3rd.”,pants-fire
Facebook posts,“Ivanka Trump is joining the Democrats to run against her dad.”,pants-fire
Ron Johnson,"Around the world, people who exercise their ""health autonomy"" and don't get vaccinated are being put ""basically into internment camps.""",pants-fire
"Robert F. Kennedy, Jr.",The COVID-19 vaccine is the “deadliest vaccine ever made.”,pants-fire
Facebook posts,“Hillary replaces Kamala Harris.”,pants-fire
Instagram posts,Says Vice President Kamala Harris called the unvaccinated “dirty Trump people.”,pants-fire
Facebook posts,“Trump was secretly inaugurated as president of the restored Republic.”,pants-fire
Instagram posts,"“SHOCKING: In the wake of Austria’s drastic lockdown of unvaccinated people, EU chief calls for throwing out Nuremberg Code.”",pants-fire
Viral image,Image shows Donald Trump’s new Christmas card.,pants-fire
Facebook posts,“Federal magistrate approves $110 million defamation suit against LeBron James by Kyle Rittenhouse.”,pants-fire
Viral image,Video shows child shouting an expletive at Jill Biden.,pants-fire
Facebook posts,Omicron 'hysteria' was timed so that it would coincide with and distract from the Ghislaine Maxwell trial.,pants-fire
Viral image,A photo shows Kyle Rittenhouse wearing a “Klan outfit.”,pants-fire
Facebook posts,“Trump in the White House!”,pants-fire
Facebook posts,The military took over the mainstream media.,pants-fire
Viral image,“Military arrests former President George W. Bush.”,pants-fire
Viral image,“NAVY SEALs raid cargo ship full of smuggled children.”,pants-fire
Viral image,Says Kamala Harris said only vaccinated people are hospitalized and dying from COVID-19.,pants-fire
Facebook posts,"A new Facebook/Meta rule allows the company to use people’s photos without their permission, and posting a notice on your page will stop it from doing so.",pants-fire
TikTok posts,Actor Macaulay Culkin died from a heroin overdose.,pants-fire
Viral image,"""Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.""",pants-fire
Conservative Beaver,“Wife of Pfizer’s CEO dies after complications from the vaccine.”,pants-fire
Bob Good,“The infrastructure bill itself is only 10% true infrastructure.”,pants-fire
Dennis Prager,"""During the AIDS crisis, can you imagine if gay men and intravenous drug users … had they been pariahs the way the non-vaccinated are? But it would've been inconceivable.""",pants-fire
Viral image,"""There is no added safety to the public if you're vaccinated.""",pants-fire
Bloggers,The military arrested “bedridden Gavin Newsom.”,pants-fire
Facebook posts,The deaths at the Astroworld festival were part of a satanic ritual.,pants-fire
Lisa McClain,"In the infrastructure bill that just passed the House, “only 10% is actual infrastructure.”",pants-fire
Bloggers,"“CEO of Pfizer arrested, charged with fraud.”",pants-fire
Instagram posts,"""Elon Musk to donate $250 billion for reparations to African Americans in U.S.""",pants-fire
TikTok posts,Product shortages are manufactured; goods are stuck in warehouses.,pants-fire
Viral image,President Joe Biden changed suits during his visit to the Vatican.,pants-fire
Roger Stone,“There are over 1 million phantom voters on the Florida voter rolls.”,pants-fire
Tucker Carlson,"“Jan. 6 is being used as a pretext to strip millions of Americans, disfavored Americans, of their core constitutional rights.”",pants-fire
Facebook posts,“Virginia man arrested for having Minecraft worlds that were exact replicas of classified U.S. military bases.”,pants-fire
Mary Miller,"The migrant caravan from Tapachula, Mexico “is the population of Minneapolis.”",pants-fire
Hal Turner Radio Show,“Japan drops vax rollout”,pants-fire
Viral image,"Says a CNN headline said, “In And Out is the fast food of white supremacists.”",pants-fire
Facebook posts,“Trump is in White House! He promises to lock up Hillary!”,pants-fire
Facebook posts,“Muslim figure: We must have pork-free menus or we will leave U.S.”,pants-fire
Facebook posts,“Navy SEALs arrested Hillary Clinton.”,pants-fire
Viral image,“Alec Baldwin arrested for first-degree murder and possession of child pornography.”,pants-fire
Tweets,Says Marjorie Taylor Greene tweeted: “People can’t really be convicted on such flimsy circumstantial evidence as ‘having a similar gait’ or ‘owning the identical shoes’ or ‘being in DC and not having any alibi for that time’ can they?! I don’t recognize this America.”,pants-fire
Instagram posts,An image of a newspaper article says “True Bethel Baptist Church becomes the first church in NYS to receive a liquor license.”,pants-fire
Viral image,The Anti-Defamation League classified “Let’s go Brandon” as hate speech.,pants-fire
Instagram posts,"“If Bezos has 200 billion dollas, and there’s 7 billion people on earth, why can’t we each get a billion and (he’d) be left with 193 billion dollas?”",pants-fire
Instagram posts,Says Dr. Anthony Fauci planned the AIDS epidemic.,pants-fire
Viral image,"“Biden resigned, Pelosi was detained.”",pants-fire
Facebook posts,“The White House referred to Christmas trees as Holiday Trees for the first time this year.”,pants-fire
Facebook posts,“Trump has been reinstated.”,pants-fire
Facebook posts,The military raided Hunter Biden’s home.,pants-fire
Facebook posts,"“Clintons, Powell, and Hunter Biden have already undergone military tribunals.”",pants-fire
Viral image,"Says Halyna Hutchins tweeted, “I have information that will lead to Hillary Clinton’s arrest.”",pants-fire
Viral image,“Halyna Huchins’ next project was documentary on Hollywood pedophile rings.”,pants-fire
Viral image,“Biden flashed the white power sign while a black man was asking him a question.”,pants-fire
Bloggers,"Pathologists found ""a host of non-biological components ... in the blood of vaccinated people,” including graphene chips and nanochips.",pants-fire
Facebook posts,“Corona PCR ‘test’ is implanting a microchip.”,pants-fire
Instagram posts,A video shows “the COVID-19 vaccine when it hits your blood.”,pants-fire
Carrie Madej,"COVID-19 vaccines contain “RNA-modifying transhumanism nanotechnology.""",pants-fire
Facebook posts,“The Canadian government threatens to fire any government employee who uses ‘Let's Go Brandon’ in communications.”,pants-fire
Facebook posts,Says Christopher Miller is “in charge of the military.”,pants-fire
Hal Turner Radio Show,Photo of vaccine package with 2018 date stamp shows COVID-19 outbreak was planned.,pants-fire
Facebook posts,“Mass media destroyed! Blackout for mass arrests event!”,pants-fire
Instagram posts,A nurse who fainted after receiving the COVID-19 vaccine died from the vaccination.,pants-fire
Tweets,"Desmond Tutu died on Oct. 20, 2021.",pants-fire
Bloggers,"A new federal program “is giving homeowners up to $3,708 every year.”",pants-fire
Facebook posts,There is an “epidemic of plane crashes linked to vaccine-related strokes in pilots.”,pants-fire
The Gateway Pundit,Democrats “manufactured votes from low income voters to steal the battleground states.”,pants-fire
Facebook posts,Says Hunter Biden “was hanged at Gitmo.”,pants-fire
Facebook posts,Pfizer vaccine contains living particles that can germinate to cause sickness.,pants-fire
Viral image,"“Bill Clinton death ruled a homicide, death by poison.”",pants-fire
The Gateway Pundit,Dr. Anthony Fauci and U.S. health officials plotted “for a new avian flu virus to enforce universal flu vaccination.”,pants-fire
Viral image,The Pfizer COVID-19 vaccines contain a deadly parasite.,pants-fire
Facebook posts,A photo shows paleontologists in Greece discovering the skeleton of a giant.,pants-fire
Glenn Youngkin,“Terry (McAuliffe) calls in his friend Joe Biden to actually put the DOJ on Virginia parents.”,pants-fire
Viral image,Facebook planted Frances Haugen as its own pretend whistleblower.,pants-fire
Tweets,"“CDC numbers” show that among children, the Pfizer and Moderna COVID-19 vaccines have a death rate “174 times higher” than the COVID-19 death rate.",pants-fire
TikTok posts,“COVID internment camps announced in America: Tennessee governor signs EO authorizing National Guard to carry out COVID medical kidnappings.”,pants-fire
Facebook posts,"“This ‘infrastructure bill’ on page 2,385 presents a federal property tax of 3 percent on all homes and land - both residential and commercial.”",pants-fire
Bloggers,"""Millions have died from COVID injections.""",pants-fire
Facebook posts,Arizona “could decertify” the 2020 presidential election,pants-fire
Donald Trump,Says Biden “didn’t win in Arizona. He lost in Arizona based on the forensic audit.”,pants-fire
Steve Kirsch,"""Pfizer vaccine kills more people than it saves.""",pants-fire
Bloggers,“The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.”,pants-fire
Facebook posts,Photo shows Rihanna is pregnant,pants-fire
Facebook posts,Says 2010 video clip showing coffins in a field proves “COVID was planned.”,pants-fire
Viral image,“Biden orders VA to withhold benefits from unvaccinated veterans.”,pants-fire
Election Integrity Project California,"""California Has 1.8M More Registered Voters Than It Should”",pants-fire
Instagram posts,Says the defense secretary texted all active military personnel saying they needed to get vaccinated by the following morning or “be court martialed.”,pants-fire
Facebook posts,“27 U.S. Air Force pilots resign over COVID-19 vaccination mandate.”,pants-fire
Instagram posts,Photo shows a Chinese restaurant sign that says “F--- DeSantis.”,pants-fire
Bloggers,“Military arrests Hunter Biden!”,pants-fire
Bloggers,“Bill Gates calls for the withdrawal of all Covid-19 Vaccines; ‘The vaccines are far more dangerous than anyone imagined.’”,pants-fire
Facebook posts,"Following Hurricane Ida, animals from Turtle Back Zoo in New Jersey are “fleeing the premises.”",pants-fire
Facebook posts,"Walmart is “kidnapping kids” and selling them, and this can be proven by searching “girls shoes $5,000” on Walmart.com.",pants-fire
Instagram posts,“The Biden White House had no representative” who came to honor the return of the 13 service members’ remains at Dover Air Force Base.,pants-fire
Viral image,“No one has died of cancer or heart disease since the COVID-19 thing started.”,pants-fire
Tweets,The bomb threat near the U.S. Capitol on Aug. 19 was a false flag.,pants-fire
Donald Trump,“A Milwaukee election employee even acknowledged dropping off just the margin of ballots needed for a Biden win at 3 a.m.”,pants-fire
Charlie Kirk,Joe Biden intentionally “let it fall apart” in Afghanistan because he “wants a couple hundred thousand more Ilhan Omars to come into America to change the body politic permanently.”,pants-fire
Instagram posts,The chaos at the Kabul airport as the Taliban took over Afghanistan’s capital was a “false flag event to provoke WW3.”,pants-fire
Viral image,Image shows Harvard email terminating a student over social media accounts.,pants-fire
Viral image,Says “Nancy Pelosi has been executed.”,pants-fire
Rachel Campos-Duffy,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",pants-fire
Facebook posts,“Rand Paul’s medical license was just revoked!”,pants-fire
Facebook posts,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",pants-fire
Dan Stock,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,pants-fire
Instagram posts,Says D.C. police officer Michael Fanone is the same person who was arrested after carrying a Confederate flag through the U.S. Capitol on Jan. 6.,pants-fire
Facebook posts,The opening ceremony of the 2012 London Olympics predicted the COVID-19 pandemic.,pants-fire
Facebook posts,“U.S. military holding White House for Trump’s return.”,pants-fire
Facebook posts,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.”",pants-fire
Erin Marie Olszewski,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It’s a blatant lie.”,pants-fire
Facebook posts,"“Ambassador Susan Rice Tribunal, Gavin Newsom indicted.”",pants-fire
Facebook posts,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,pants-fire
Facebook posts,"""Income taxes are voluntary.""",pants-fire
Texas GOP,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,pants-fire
Viral image,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",pants-fire
Instagram posts,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",pants-fire
Instagram posts,“Americans not vaccinated before 2022 will be put in camps”,pants-fire
Facebook posts,"""Biden concedes 6 million votes.""",pants-fire
Tweets,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",pants-fire
Viral image,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,pants-fire
Facebook posts,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",pants-fire
Viral image,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,pants-fire
Donald Trump,“In 2020 we won (Wisconsin).”,pants-fire
Donald Trump,Says Republican leaders “are working hard to cover up election corruption in Wisconsin.”,pants-fire
Instagram posts,A video shows an animal chip scanner detecting a microchip where a woman was vaccinated.,pants-fire
Instagram posts,“Muslim BTS fan accidentally plays the song 'Dynamite' instead of Azaan on loudspeakers at 4am; gets arrested.”,pants-fire
Facebook posts,Says Nancy Pelosi “said Trump is BEST PRESIDENT ever” and “holds new election” for him,pants-fire
Donald Trump,“Facts have now come out to show conclusively” that the 2020 presidential election wasn’t legitimate.,pants-fire
Rodney Davis,“Prairie State power plant is the cleanest coal-fired power plant in the nation.”,pants-fire
Matthew Rosendale,"The intent behind the bill recognizing Juneteenth as a federal holiday ""is to replace the Fourth of July.”",pants-fire
Facebook posts,"“Maxine Waters just introduced a bill to re-name Memorial Day — George Floyd Day.""",pants-fire
TikTok posts,"“Our legal president, President Trump, has signed a cease and desist order for the COVID vaccines.”",pants-fire
Viral image,Says Denzel Washington left the Democratic Party because he’s “had it with the lies.”,pants-fire
Donald Trump,Georgia didn’t update its voter rolls prior to the 2020 presidential election; “this means we (you!) won the presidential election in Georgia.”,pants-fire
Bloggers,“Military arrests Adam Schiff.”,pants-fire
Instagram posts,"Says Greta Thunberg said, ""the climate crisis doesn’t exist.""",pants-fire
Terry McAuliffe,“I inherited the largest budget deficit in the history of the state from the Republicans.”,pants-fire
Facebook posts,“Biden gets brutal impeachment.”,pants-fire
Facebook posts,Says Donald Trump signed the Insurrection Act and “still is president.”,pants-fire
Bloggers,Video shows the Jan. 6 Capitol riot was a “completely peaceful protest.”,pants-fire
Instagram posts,Says a photo shows Michelle Obama as a man prior to marrying Barack Obama.,pants-fire
Hal Turner Radio Show,"People with the COVID-19 vaccine are being ""tracked in real time via 5G cellular, and all that data can be hacked into to track you.""",pants-fire
Facebook posts,"Says BLM activist Sasha Johnson tweeted, “The white man will not be our equal but our slave.”",pants-fire
Facebook posts,“Boom! Georgia 1st to decertify election.”,pants-fire
Facebook posts,“Biden agrees to Pelosi's request to resign.”,pants-fire
Instagram posts,Arizona ballots were shredded and burned in a chicken farm fire.,pants-fire
Instagram posts,Says Anthony Fauci’s wife has “a secret plan to put psych drugs in drinking water” to get people vaccinated.,pants-fire
Lauren Boebert,"“Since removing the mask mandate two months ago, Texas has not reported a single COVID death. Not one.""",pants-fire
Viral image,"Says Chelsea Clinton tweeted, “The more I hear about Bill Gates behavior the more ashamed for him I feel. What kind of man pursues a physical relationship with an underling and has relations with her in their office???”",pants-fire
Facebook posts,Photos show Joe Biden didn’t drive himself during an electric vehicle test drive.,pants-fire
Eric Trump,"The Biden White House has ""no one there. They don't travel. They don't go down to the border. They don't go overseas.""",pants-fire
Viral image,“The minions from ‘Despicable Me’ are based off of these Jewish children tortured by Nazis during the Holocaust.”,pants-fire
Facebook posts,"Wearing face masks may cause ""pulmonary fibrosis"" and other health risks in children.",pants-fire
Facebook posts,“Biden is computer generated.”,pants-fire
Facebook posts,“Video shows U.S. Capitol Police gave protesters OK to enter.”,pants-fire
Viral image,Photo shows Kamala Harris pretending to board an official plane.,pants-fire
Viral image,Photo shows Joe Biden groping Jen Psaki.,pants-fire
Kevin McCarthy,"""I don't think anybody is questioning the legitimacy of the presidential election.""",pants-fire
Ted Cruz,The voting rights bill “would register millions of illegal aliens to vote. It is intended to do that.”,pants-fire
Andrew Clyde,"“Watching the TV footage of those who entered the Capitol. … If you didn't know the TV footage was from Jan. 6, you would actually think it was a normal tourist visit.”",pants-fire
Facebook posts,"Says Chelsea Clinton tweeted, ""If Jesus were alive today he'd be working at Planned Parenthood.""",pants-fire
Facebook posts,"An ongoing audit of the 2020 presidential election in Arizona “showed Trump ahead by 250,000” votes, and “nearly 950,000 ballots are declared illegal, nearly all for Biden.”",pants-fire
Viral image,Says Nikki Haley “white-washed” her name because she thought it “would give her a better chance than the name Nimrata Randhawa.”,pants-fire
Bloggers,A spy plane was circling the building of the Arizona election audit.,pants-fire
Facebook posts,"Says Kentucky Derby jockey John Velazquez turned down an invitation to the White House and said, “if I wanted to see a horse’s ass I would of came in second.”",pants-fire
Facebook posts,"Social media posts stated: “Remember Kamala telling Joe during the debate, ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”",pants-fire
Facebook posts,“Anyone remember Kamala telling Joe during the debate: ‘You will do whatever the Chinese tell you! They gave your son over a billion dollars.’”,pants-fire
Tweets,"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",pants-fire
Viral image,60% of new COVID-19 patients are people who received the vaccine.,pants-fire
Kevin McCarthy,Says Joe Biden is “going to control how much meat you can eat.”,pants-fire
Facebook posts,A leaked email from a Liberal Party politician shows the Canadian government's plan to “reset” the economy and seize private property.,pants-fire
Facebook posts,"A McDonald’s restaurant in Elkton, Md., was permanently closed “due to a sex trafficking investigation.”",pants-fire
Bloggers,“Hillary Clinton hanged at GITMO.”,pants-fire
Fox News Channel,"""Biden's climate requirements"" will ""cut 90% of red meat from diet"" to a ""max 4 lbs per year"" and ""one burger per month.""",pants-fire
TikTok posts,"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",pants-fire
Facebook posts,Video shows Donald Trump returning to Washington “in a blaze of glory on Air Force 1.”,pants-fire
Facebook posts,“Pope Francis is dead.”,pants-fire
Facebook posts,"Says LeBron James said, “We’re at the point where a girl can’t even stab her friends anymore.”",pants-fire
Viral image,Photo shows President Barack Obama posing with a 420 sign.,pants-fire
Facebook posts,Derek Chauvin’s trial and conviction for the murder of George Floyd was faked as part of a “false flag.”,pants-fire
