,Statement Author,Statement,Rating,cleaned,statement_length,word_count,sentence_count,unique_words,lexical_richness,punctuation_count,noun_%,pronoun_%,verb_%,adj_%,determiner_%,foreign_%,cleaned_tokenized
1020,Facebook posts,Arizona “could decertify” the 2020 presidential election,pants-fire,arizona could decertify presidential election,56,45,1,7,6.0,0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,"['arizona', 'could', 'decertify', 'presidential', 'election']"
1021,Donald Trump,Says Biden “didn’t win in Arizona. He lost in Arizona based on the forensic audit.”,pants-fire,say biden win arizona lost arizona based forensic audit,83,55,2,13,35.84,2,0.47619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,"['say', 'biden', 'win', 'arizona', 'lost', 'arizona', 'based', 'forensic', 'audit']"
1022,Steve Kirsch,"""Pfizer vaccine kills more people than it saves.""",pants-fire,pfizer vaccine kill people save,49,31,1,8,8.0,3,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,"['pfizer', 'vaccine', 'kill', 'people', 'save']"
1023,Bloggers,“The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.”,pants-fire,cdc county health official obtained census record enhance vaccination enforcement protocol,123,90,1,17,17.0,1,0.45,0.05,0.15,0.05,0.05,0.0,"['cdc', 'county', 'health', 'official', 'obtained', 'census', 'record', 'enhance', 'vaccination', 'enforcement', 'protocol']"
1024,Facebook posts,Photo shows Rihanna is pregnant,pants-fire,photo show rihanna pregnant,31,27,1,5,5.0,0,0.6,0.0,0.0,0.2,0.0,0.0,"['photo', 'show', 'rihanna', 'pregnant']"
1025,Facebook posts,Says 2010 video clip showing coffins in a field proves “COVID was planned.”,pants-fire,say video clip showing coffin field prof covid planned,75,54,1,13,13.0,1,0.4375,0.0,0.1875,0.0,0.0625,0.0,"['say', 'video', 'clip', 'showing', 'coffin', 'field', 'prof', 'covid', 'planned']"
1026,Viral image,“Biden orders VA to withhold benefits from unvaccinated veterans.”,pants-fire,biden order va withhold benefit unvaccinated veteran,66,52,1,9,10.0,1,0.5833333333333334,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,"['biden', 'order', 'va', 'withhold', 'benefit', 'unvaccinated', 'veteran']"
1027,Election Integrity Project California,"""California Has 1.8M More Registered Voters Than It Should”",pants-fire,california registered voter,59,27,1,9,9.0,2,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,"['california', 'registered', 'voter']"
1028,Instagram posts,Says the defense secretary texted all active military personnel saying they needed to get vaccinated by the following morning or “be court martialed.”,pants-fire,say defense secretary texted active military personnel saying needed get vaccinated following morning court martialed,150,117,1,21,161.28000000000014,1,0.23076923076923078,0.038461538461538464,0.3076923076923077,0.11538461538461539,0.11538461538461539,0.0,"['say', 'defense', 'secretary', 'texted', 'active', 'military', 'personnel', 'saying', 'needed', 'get', 'vaccinated', 'following', 'morning', 'court', 'martialed']"
1029,Facebook posts,“27 U.S. Air Force pilots resign over COVID-19 vaccination mandate.”,pants-fire,u air force pilot resign covid vaccination mandate,68,50,1,10,12.0,4,0.6153846153846154,0.0,0.07692307692307693,0.0,0.0,0.0,"['u', 'air', 'force', 'pilot', 'resign', 'covid', 'vaccination', 'mandate']"
1030,Instagram posts,Photo shows a Chinese restaurant sign that says “F--- DeSantis.”,pants-fire,photo show chinese restaurant sign say f desantis,64,49,1,10,11.0,4,0.4,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,"['photo', 'show', 'chinese', 'restaurant', 'sign', 'say', 'f', 'desantis']"
1031,Bloggers,“Military arrests Hunter Biden!”,pants-fire,military arrest hunter biden,32,28,1,4,5.0,1,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,"['military', 'arrest', 'hunter', 'biden']"
1032,Bloggers,“Bill Gates calls for the withdrawal of all Covid-19 Vaccines; ‘The vaccines are far more dangerous than anyone imagined.’”,pants-fire,bill gate call withdrawal covid vaccine vaccine far dangerous anyone imagined,123,77,1,19,111.99999999999991,3,0.32,0.0,0.08,0.08,0.12,0.0,"['bill', 'gate', 'call', 'withdrawal', 'covid', 'vaccine', 'vaccine', 'far', 'dangerous', 'anyone', 'imagined']"
1033,Facebook posts,"Following Hurricane Ida, animals from Turtle Back Zoo in New Jersey are “fleeing the premises.”",pants-fire,following hurricane ida animal turtle back zoo new jersey fleeing premise,95,73,1,15,16.0,2,0.5789473684210527,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,"['following', 'hurricane', 'ida', 'animal', 'turtle', 'back', 'zoo', 'new', 'jersey', 'fleeing', 'premise']"
1034,Facebook posts,"Walmart is “kidnapping kids” and selling them, and this can be proven by searching “girls shoes $5,000” on Walmart.com.",pants-fire,walmart kidnapping kid selling proven searching girl shoe walmart com,119,69,1,17,56.000000000000014,5,0.23076923076923078,0.038461538461538464,0.23076923076923078,0.07692307692307693,0.038461538461538464,0.0,"['walmart', 'kidnapping', 'kid', 'selling', 'proven', 'searching', 'girl', 'shoe', 'walmart', 'com']"
1035,Instagram posts,“The Biden White House had no representative” who came to honor the return of the 13 service members’ remains at Dover Air Force Base.,pants-fire,biden white house representative came honor return service member remains dover air force base,134,94,1,22,148.12000000000012,1,0.39285714285714285,0.0,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.0,"['biden', 'white', 'house', 'representative', 'came', 'honor', 'return', 'service', 'member', 'remains', 'dover', 'air', 'force', 'base']"
1036,Viral image,“No one has died of cancer or heart disease since the COVID-19 thing started.”,pants-fire,one died cancer heart disease since covid thing started,78,55,1,14,15.0,2,0.47058823529411764,0.0,0.11764705882352941,0.0,0.11764705882352941,0.0,"['one', 'died', 'cancer', 'heart', 'disease', 'since', 'covid', 'thing', 'started']"
1037,Tweets,The bomb threat near the U.S. Capitol on Aug. 19 was a false flag.,pants-fire,bomb threat near u capitol aug false flag,66,41,1,12,54.88000000000004,4,0.4,0.0,0.06666666666666667,0.06666666666666667,0.2,0.0,"['bomb', 'threat', 'near', 'u', 'capitol', 'aug', 'false', 'flag']"
1038,Donald Trump,“A Milwaukee election employee even acknowledged dropping off just the margin of ballots needed for a Biden win at 3 a.m.”,pants-fire,milwaukee election employee even acknowledged dropping margin ballot needed biden win,122,85,1,21,135.52000000000015,2,0.375,0.0,0.16666666666666666,0.0,0.125,0.0,"['milwaukee', 'election', 'employee', 'even', 'acknowledged', 'dropping', 'margin', 'ballot', 'needed', 'biden', 'win']"
1039,Charlie Kirk,Joe Biden intentionally “let it fall apart” in Afghanistan because he “wants a couple hundred thousand more Ilhan Omars to come into America to change the body politic permanently.”,pants-fire,joe biden intentionally let fall apart afghanistan want couple hundred thousand ilhan omars come america change body politic permanently,181,136,1,27,252.00000000000009,1,0.29411764705882354,0.058823529411764705,0.14705882352941177,0.029411764705882353,0.058823529411764705,0.0,"['joe', 'biden', 'intentionally', 'let', 'fall', 'apart', 'afghanistan', 'want', 'couple', 'hundred', 'thousand', 'ilhan', 'omars', 'come', 'america', 'change', 'body', 'politic', 'permanently']"
1040,Instagram posts,The chaos at the Kabul airport as the Taliban took over Afghanistan’s capital was a “false flag event to provoke WW3.”,pants-fire,chaos kabul airport taliban took afghanistan capital false flag event provoke ww,118,80,1,18,67.75999999999999,1,0.4230769230769231,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,"['chaos', 'kabul', 'airport', 'taliban', 'took', 'afghanistan', 'capital', 'false', 'flag', 'event', 'provoke', 'ww']"
1041,Viral image,Image shows Harvard email terminating a student over social media accounts.,pants-fire,image show harvard email terminating student social medium account,75,66,1,11,11.0,1,0.5,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,"['image', 'show', 'harvard', 'email', 'terminating', 'student', 'social', 'medium', 'account']"
1042,Viral image,Says “Nancy Pelosi has been executed.”,pants-fire,say nancy pelosi executed,38,25,1,6,7.0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,"['say', 'nancy', 'pelosi', 'executed']"
1043,Rachel Campos-Duffy,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",pants-fire,say uw madison cost university k tax dollar remove rock considered symbol racism,124,80,1,18,67.75999999999999,8,0.27586206896551724,0.06896551724137931,0.10344827586206896,0.0,0.13793103448275862,0.0,"['say', 'uw', 'madison', 'cost', 'university', 'k', 'tax', 'dollar', 'remove', 'rock', 'considered', 'symbol', 'racism']"
1044,Facebook posts,“Rand Paul’s medical license was just revoked!”,pants-fire,rand paul medical license revoked,47,33,1,7,8.0,1,0.4166666666666667,0.0,0.25,0.16666666666666666,0.0,0.0,"['rand', 'paul', 'medical', 'license', 'revoked']"
1045,Facebook posts,"Says Gen. David H. Berger said, “No mandatory vaccinations for my Marines.”",pants-fire,say gen david h berger said mandatory vaccination marine,75,56,1,12,13.0,4,0.5,0.0625,0.125,0.0625,0.0,0.0,"['say', 'gen', 'david', 'h', 'berger', 'said', 'mandatory', 'vaccination', 'marine']"
1046,Dan Stock,Says the surge in COVID-19 cases is caused by “antibody mediated viral enhancement” from the COVID-19 vaccines.,pants-fire,say surge covid case caused antibody mediated viral enhancement covid vaccine,111,77,1,13,40.459999999999994,3,0.45,0.0,0.1,0.05,0.1,0.0,"['say', 'surge', 'covid', 'case', 'caused', 'antibody', 'mediated', 'viral', 'enhancement', 'covid', 'vaccine']"
1047,Instagram posts,Says D.C. police officer Michael Fanone is the same person who was arrested after carrying a Confederate flag through the U.S. Capitol on Jan. 6.,pants-fire,say c police officer michael fanone person arrested carrying confederate flag u capitol jan,145,91,1,23,189.28000000000014,6,0.38461538461538464,0.0,0.11538461538461539,0.07692307692307693,0.11538461538461539,0.0,"['say', 'c', 'police', 'officer', 'michael', 'fanone', 'person', 'arrested', 'carrying', 'confederate', 'flag', 'u', 'capitol', 'jan']"
1048,Facebook posts,The opening ceremony of the 2012 London Olympics predicted the COVID-19 pandemic.,pants-fire,opening ceremony london olympics predicted covid pandemic,81,57,1,9,16.940000000000005,2,0.46153846153846156,0.0,0.07692307692307693,0.0,0.23076923076923078,0.0,"['opening', 'ceremony', 'london', 'olympics', 'predicted', 'covid', 'pandemic']"
1049,Facebook posts,“U.S. military holding White House for Trump’s return.”,pants-fire,u military holding white house trump return,55,43,2,8,10.0,3,0.5,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,"['u', 'military', 'holding', 'white', 'house', 'trump', 'return']"
1050,Facebook posts,"""Kansas City Chiefs QB Patrick Mahomes has left training camp and says he will ‘not play another down in the NFL’ until the team changes their name.”",pants-fire,kansa city chief qb patrick mahomes left training camp say play another nfl team change name,149,92,1,25,219.52000000000015,2,0.40625,0.0625,0.09375,0.0,0.09375,0.0,"['kansa', 'city', 'chief', 'qb', 'patrick', 'mahomes', 'left', 'training', 'camp', 'say', 'play', 'another', 'nfl', 'team', 'change', 'name']"
1051,Erin Marie Olszewski,“Don’t believe the hype that Florida” COVID-19 “numbers are up. It’s a blatant lie.”,pants-fire,believe hype florida covid number blatant lie,84,45,2,14,15.0,3,0.375,0.041666666666666664,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,"['believe', 'hype', 'florida', 'covid', 'number', 'blatant', 'lie']"
1052,Facebook posts,"“Ambassador Susan Rice Tribunal, Gavin Newsom indicted.”",pants-fire,ambassador susan rice tribunal gavin newsom indicted,56,52,1,7,8.0,2,0.6363636363636364,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,"['ambassador', 'susan', 'rice', 'tribunal', 'gavin', 'newsom', 'indicted']"
1053,Facebook posts,“Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school”,pants-fire,queen elizabeth husband prince philip found guilty disappearance native child catholic run kamloops residential school,158,118,1,21,135.52000000000015,1,0.48,0.04,0.08,0.12,0.08,0.0,"['queen', 'elizabeth', 'husband', 'prince', 'philip', 'found', 'guilty', 'disappearance', 'native', 'child', 'catholic', 'run', 'kamloops', 'residential', 'school']"
1054,Facebook posts,"""Income taxes are voluntary.""",pants-fire,income tax voluntary,29,20,1,4,4.0,3,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,"['income', 'tax', 'voluntary']"
1055,Texas GOP,“Seventy four thousand... That’s how many mail-in ballots were recently found in Arizona that have NO clear record of being sent in.”,pants-fire,seventy four thousand many mail ballot recently found arizona clear record sent,133,79,1,22,148.12000000000012,5,0.21428571428571427,0.0,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,"['seventy', 'four', 'thousand', 'many', 'mail', 'ballot', 'recently', 'found', 'arizona', 'clear', 'record', 'sent']"
1056,Viral image,"“Arizona and Georgia now have the proof,” Joe Biden is “not our elected president!”",pants-fire,arizona georgia proof joe biden elected president,83,49,1,14,71.68,2,0.4,0.05,0.1,0.1,0.05,0.0,"['arizona', 'georgia', 'proof', 'joe', 'biden', 'elected', 'president']"
1057,Instagram posts,"“45,000 confirmed dead from the COVID-19 shots within three days… and they’ve covered it up.”",pants-fire,confirmed dead covid shot within three day covered,93,50,1,15,16.0,3,0.2,0.1,0.15,0.05,0.05,0.0,"['confirmed', 'dead', 'covid', 'shot', 'within', 'three', 'day', 'covered']"
1058,Instagram posts,“Americans not vaccinated before 2022 will be put in camps”,pants-fire,american vaccinated put camp,59,28,1,10,9.0,0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,"['american', 'vaccinated', 'put', 'camp']"
1059,Facebook posts,"""Biden concedes 6 million votes.""",pants-fire,biden concedes million vote,33,27,1,5,4.0,3,0.25,0.0,0.0,0.0,0.0,0.0,"['biden', 'concedes', 'million', 'vote']"
1060,Tweets,"Olympic Village has cardboard beds “to prevent Olympians from having sex, and thus risk spreading (COVID-19).”",pants-fire,olympic village cardboard bed prevent olympian sex thus risk spreading covid,110,76,1,16,17.0,5,0.36363636363636365,0.0,0.22727272727272727,0.0,0.0,0.0,"['olympic', 'village', 'cardboard', 'bed', 'prevent', 'olympian', 'sex', 'thus', 'risk', 'spreading', 'covid']"
1061,Viral image,An image shows President Joe Biden touching Olivia Rodrigo’s shoulders during a White House press briefing.,pants-fire,image show president joe biden touching olivia rodrigo shoulder white house press briefing,107,90,1,16,16.0,1,0.631578947368421,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,"['image', 'show', 'president', 'joe', 'biden', 'touching', 'olivia', 'rodrigo', 'shoulder', 'white', 'house', 'press', 'briefing']"
1062,Facebook posts,"Post says a recent bill passed, and “We get another stimulus check for $2500 at July 30, 2021”",pants-fire,post say recent bill passed get another stimulus check july,94,59,1,18,16.0,3,0.2608695652173913,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.0,"['post', 'say', 'recent', 'bill', 'passed', 'get', 'another', 'stimulus', 'check', 'july']"
1063,Viral image,Says Haitian President Jovenel Moïse was going to “expose Clinton Foundation fraud” before he was assassinated.,pants-fire,say haitian president jovenel mo se going expose clinton foundation fraud assassinated,111,86,1,14,71.68,1,0.3684210526315789,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.0,0.0,"['say', 'haitian', 'president', 'jovenel', 'mo', 'se', 'going', 'expose', 'clinton', 'foundation', 'fraud', 'assassinated']"
1064,Donald Trump,“In 2020 we won (Wisconsin).”,pants-fire,wisconsin,29,9,1,5,5.0,3,0.3,0.1,0.1,0.0,0.0,0.0,['wisconsin']
1065,Donald Trump,Says Republican leaders “are working hard to cover up election corruption in Wisconsin.”,pants-fire,say republican leader working hard cover election corruption wisconsin,88,70,1,13,14.0,1,0.3125,0.0,0.25,0.0625,0.0,0.0,"['say', 'republican', 'leader', 'working', 'hard', 'cover', 'election', 'corruption', 'wisconsin']"
1066,Instagram posts,A video shows an animal chip scanner detecting a microchip where a woman was vaccinated.,pants-fire,video show animal chip scanner detecting microchip woman vaccinated,88,67,1,12,31.50000000000001,1,0.3125,0.0,0.1875,0.0625,0.25,0.0,"['video', 'show', 'animal', 'chip', 'scanner', 'detecting', 'microchip', 'woman', 'vaccinated']"
1067,Instagram posts,“Muslim BTS fan accidentally plays the song 'Dynamite' instead of Azaan on loudspeakers at 4am; gets arrested.”,pants-fire,muslim bts fan accidentally play song dynamite instead azaan loudspeaker get arrested,111,85,1,17,18.0,4,0.2727272727272727,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,"['muslim', 'bts', 'fan', 'accidentally', 'play', 'song', 'dynamite', 'instead', 'azaan', 'loudspeaker', 'get', 'arrested']"
1068,Facebook posts,Says Nancy Pelosi “said Trump is BEST PRESIDENT ever” and “holds new election” for him,pants-fire,say nancy pelosi said trump best president ever hold new election,86,65,1,15,15.0,0,0.5263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,"['say', 'nancy', 'pelosi', 'said', 'trump', 'best', 'president', 'ever', 'hold', 'new', 'election']"
1069,Donald Trump,“Facts have now come out to show conclusively” that the 2020 presidential election wasn’t legitimate.,pants-fire,fact come show conclusively presidential election legitimate,101,60,1,15,14.0,1,0.3,0.0,0.15,0.15,0.05,0.0,"['fact', 'come', 'show', 'conclusively', 'presidential', 'election', 'legitimate']"
1070,Rodney Davis,“Prairie State power plant is the cleanest coal-fired power plant in the nation.”,pants-fire,prairie state power plant cleanest coal fired power plant nation,81,64,1,7,18.293333333333333,2,0.5,0.0,0.0,0.125,0.125,0.0,"['prairie', 'state', 'power', 'plant', 'cleanest', 'coal', 'fired', 'power', 'plant', 'nation']"
1071,Matthew Rosendale,"The intent behind the bill recognizing Juneteenth as a federal holiday ""is to replace the Fourth of July.”",pants-fire,intent behind bill recognizing juneteenth federal holiday replace fourth july,106,77,1,15,50.54000000000001,2,0.3333333333333333,0.0,0.09523809523809523,0.047619047619047616,0.19047619047619047,0.0,"['intent', 'behind', 'bill', 'recognizing', 'juneteenth', 'federal', 'holiday', 'replace', 'fourth', 'july']"
1072,Facebook posts,"“Maxine Waters just introduced a bill to re-name Memorial Day — George Floyd Day.""",pants-fire,maxine water introduced bill name memorial day george floyd day,82,63,1,14,47.320000000000036,3,0.5294117647058824,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,"['maxine', 'water', 'introduced', 'bill', 'name', 'memorial', 'day', 'george', 'floyd', 'day']"
1073,TikTok posts,"“Our legal president, President Trump, has signed a cease and desist order for the COVID vaccines.”",pants-fire,legal president president trump signed cease desist order covid vaccine,99,71,1,16,80.91999999999999,3,0.42857142857142855,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.0,"['legal', 'president', 'president', 'trump', 'signed', 'cease', 'desist', 'order', 'covid', 'vaccine']"
1074,Viral image,Says Denzel Washington left the Democratic Party because he’s “had it with the lies.”,pants-fire,say denzel washington left democratic party lie,85,47,1,12,63.00000000000002,1,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,"['say', 'denzel', 'washington', 'left', 'democratic', 'party', 'lie']"
1075,Donald Trump,Georgia didn’t update its voter rolls prior to the 2020 presidential election; “this means we (you!) won the presidential election in Georgia.”,pants-fire,georgia update voter roll prior presidential election mean presidential election georgia,143,88,2,18,33.88000000000001,5,0.3548387096774194,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.0,"['georgia', 'update', 'voter', 'roll', 'prior', 'presidential', 'election', 'mean', 'presidential', 'election', 'georgia']"
1076,Bloggers,“Military arrests Adam Schiff.”,pants-fire,military arrest adam schiff,31,27,1,4,5.0,1,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,"['military', 'arrest', 'adam', 'schiff']"
1077,Instagram posts,"Says Greta Thunberg said, ""the climate crisis doesn’t exist.""",pants-fire,say greta thunberg said climate crisis exist,61,44,1,9,9.0,4,0.5333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,"['say', 'greta', 'thunberg', 'said', 'climate', 'crisis', 'exist']"
1078,Terry McAuliffe,“I inherited the largest budget deficit in the history of the state from the Republicans.”,pants-fire,inherited largest budget deficit history state republican,90,57,1,11,23.893333333333334,1,0.3333333333333333,0.05555555555555555,0.1111111111111111,0.0,0.2222222222222222,0.0,"['inherited', 'largest', 'budget', 'deficit', 'history', 'state', 'republican']"
1079,Facebook posts,“Biden gets brutal impeachment.”,pants-fire,biden get brutal impeachment,32,28,1,4,5.0,1,0.42857142857142855,0.0,0.0,0.2857142857142857,0.0,0.0,"['biden', 'get', 'brutal', 'impeachment']"
1080,Facebook posts,Says Donald Trump signed the Insurrection Act and “still is president.”,pants-fire,say donald trump signed insurrection act still president,71,56,1,11,12.0,1,0.5,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,"['say', 'donald', 'trump', 'signed', 'insurrection', 'act', 'still', 'president']"
1081,Bloggers,Video shows the Jan. 6 Capitol riot was a “completely peaceful protest.”,pants-fire,video show jan capitol riot completely peaceful protest,72,55,1,12,12.0,2,0.4,0.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,"['video', 'show', 'jan', 'capitol', 'riot', 'completely', 'peaceful', 'protest']"
1082,Instagram posts,Says a photo shows Michelle Obama as a man prior to marrying Barack Obama.,pants-fire,say photo show michelle obama man prior marrying barack obama,74,61,1,12,27.439999999999994,1,0.4,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,"['say', 'photo', 'show', 'michelle', 'obama', 'man', 'prior', 'marrying', 'barack', 'obama']"
1083,Hal Turner Radio Show,"People with the COVID-19 vaccine are being ""tracked in real time via 5G cellular, and all that data can be hacked into to track you.""",pants-fire,people covid vaccine tracked real time via g cellular data hacked track,133,71,1,25,25.0,5,0.1724137931034483,0.034482758620689655,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.0,"['people', 'covid', 'vaccine', 'tracked', 'real', 'time', 'via', 'g', 'cellular', 'data', 'hacked', 'track']"
1084,Facebook posts,"Says BLM activist Sasha Johnson tweeted, “The white man will not be our equal but our slave.”",pants-fire,say blm activist sasha johnson tweeted white man equal slave,93,60,1,15,90.71999999999997,2,0.3333333333333333,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.0,"['say', 'blm', 'activist', 'sasha', 'johnson', 'tweeted', 'white', 'man', 'equal', 'slave']"
1085,Facebook posts,“Boom! Georgia 1st to decertify election.”,pants-fire,boom georgia st decertify election,42,34,2,6,7.0,2,0.5,0.0,0.1,0.0,0.0,0.0,"['boom', 'georgia', 'st', 'decertify', 'election']"
1086,Facebook posts,“Biden agrees to Pelosi's request to resign.”,pants-fire,biden agrees pelosi request resign,45,34,1,5,22.679999999999993,2,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,"['biden', 'agrees', 'pelosi', 'request', 'resign']"
1087,Instagram posts,Arizona ballots were shredded and burned in a chicken farm fire.,pants-fire,arizona ballot shredded burned chicken farm fire,64,48,1,11,11.0,1,0.4166666666666667,0.0,0.25,0.0,0.08333333333333333,0.0,"['arizona', 'ballot', 'shredded', 'burned', 'chicken', 'farm', 'fire']"
1088,Instagram posts,Says Anthony Fauci’s wife has “a secret plan to put psych drugs in drinking water” to get people vaccinated.,pants-fire,say anthony fauci wife secret plan put psych drug drinking water get people vaccinated,108,86,1,17,101.07999999999991,1,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.0,"['say', 'anthony', 'fauci', 'wife', 'secret', 'plan', 'put', 'psych', 'drug', 'drinking', 'water', 'get', 'people', 'vaccinated']"
1089,Lauren Boebert,"“Since removing the mask mandate two months ago, Texas has not reported a single COVID death. Not one.""",pants-fire,since removing mask mandate two month ago texas reported single covid death one,103,79,2,16,90.71999999999997,4,0.30434782608695654,0.0,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.0,"['since', 'removing', 'mask', 'mandate', 'two', 'month', 'ago', 'texas', 'reported', 'single', 'covid', 'death', 'one']"
1090,Viral image,"Says Chelsea Clinton tweeted, “The more I hear about Bill Gates behavior the more ashamed for him I feel. What kind of man pursues a physical relationship with an underling and has relations with her in their office???”",pants-fire,say chelsea clinton tweeted hear bill gate behavior ashamed feel kind man pursues physical relationship underling relation office,219,129,3,32,141.9600000000001,5,0.24444444444444444,0.1111111111111111,0.1111111111111111,0.044444444444444446,0.08888888888888889,0.0,"['say', 'chelsea', 'clinton', 'tweeted', 'hear', 'bill', 'gate', 'behavior', 'ashamed', 'feel', 'kind', 'man', 'pursues', 'physical', 'relationship', 'underling', 'relation', 'office']"
1091,Facebook posts,Photos show Joe Biden didn’t drive himself during an electric vehicle test drive.,pants-fire,photo show joe biden drive electric vehicle test drive,81,54,1,13,47.320000000000036,1,0.625,0.0625,0.0625,0.0625,0.0625,0.0,"['photo', 'show', 'joe', 'biden', 'drive', 'electric', 'vehicle', 'test', 'drive']"
1092,Eric Trump,"The Biden White House has ""no one there. They don't travel. They don't go down to the border. They don't go overseas.""",pants-fire,biden white house one travel go border go overseas,118,50,4,12,25.0,9,0.16129032258064516,0.0967741935483871,0.1935483870967742,0.0,0.0967741935483871,0.0,"['biden', 'white', 'house', 'one', 'travel', 'go', 'border', 'go', 'overseas']"
1093,Viral image,“The minions from ‘Despicable Me’ are based off of these Jewish children tortured by Nazis during the Holocaust.”,pants-fire,minion despicable based jewish child tortured nazi holocaust,113,60,1,18,19.0,1,0.391304347826087,0.0,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.0,"['minion', 'despicable', 'based', 'jewish', 'child', 'tortured', 'nazi', 'holocaust']"
1094,Facebook posts,"Wearing face masks may cause ""pulmonary fibrosis"" and other health risks in children.",pants-fire,wearing face mask may cause pulmonary fibrosis health risk child,85,64,1,13,13.0,3,0.375,0.0,0.125,0.125,0.0,0.0,"['wearing', 'face', 'mask', 'may', 'cause', 'pulmonary', 'fibrosis', 'health', 'risk', 'child']"
1095,Facebook posts,“Biden is computer generated.”,pants-fire,biden computer generated,30,24,1,4,5.0,1,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,"['biden', 'computer', 'generated']"
1096,Facebook posts,“Video shows U.S. Capitol Police gave protesters OK to enter.”,pants-fire,video show u capitol police gave protester ok enter,62,51,1,10,12.0,3,0.46153846153846156,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,"['video', 'show', 'u', 'capitol', 'police', 'gave', 'protester', 'ok', 'enter']"
1097,Viral image,Photo shows Kamala Harris pretending to board an official plane.,pants-fire,photo show kamala harris pretending board official plane,64,56,1,10,10.0,1,0.45454545454545453,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,"['photo', 'show', 'kamala', 'harris', 'pretending', 'board', 'official', 'plane']"
1098,Viral image,Photo shows Joe Biden groping Jen Psaki.,pants-fire,photo show joe biden groping jen psaki,40,38,1,7,7.0,1,0.625,0.0,0.125,0.0,0.0,0.0,"['photo', 'show', 'joe', 'biden', 'groping', 'jen', 'psaki']"
1099,Kevin McCarthy,"""I don't think anybody is questioning the legitimacy of the presidential election.""",pants-fire,think anybody questioning legitimacy presidential election,83,58,1,10,47.320000000000036,4,0.1875,0.0625,0.1875,0.0625,0.125,0.0,"['think', 'anybody', 'questioning', 'legitimacy', 'presidential', 'election']"
1100,Ted Cruz,The voting rights bill “would register millions of illegal aliens to vote. It is intended to do that.”,pants-fire,voting right bill would register million illegal alien vote intended,102,68,2,16,101.07999999999991,2,0.2727272727272727,0.045454545454545456,0.22727272727272727,0.045454545454545456,0.09090909090909091,0.0,"['voting', 'right', 'bill', 'would', 'register', 'million', 'illegal', 'alien', 'vote', 'intended']"
